location,date,total_cases,new_cases,total_deaths,new_deaths,new_cases_smoothed,new_deaths_smoothed,people_vaccinated,people_fully_vaccinated,Year,Month,Day
Pakistan,2022-02-05,1448663.0,6377.0,29420.0,48.0,6656.143,32.571,0.0,0.0,2022,February,Saturday
Pakistan,2022-02-06,1454899.0,6236.0,29448.0,28.0,6412.286,32.714,110213721.0,86200581.0,2022,February,Sunday
Pakistan,2022-02-07,1459773.0,4874.0,29478.0,30.0,5968.857,32.857,111408710.0,87052879.0,2022,February,Monday
Pakistan,2022-02-08,1463111.0,3338.0,29516.0,38.0,5438.857,35.286,112635918.0,87945007.0,2022,February,Tuesday
Pakistan,2022-02-09,1465910.0,2799.0,29553.0,37.0,5077.714,36.0,113907970.0,88868554.0,2022,February,Wednesday
Pakistan,2022-02-10,1470161.0,4251.0,29601.0,48.0,4818.286,38.714,115238268.0,89853639.0,2022,February,Thursday
Pakistan,2022-02-11,1474075.0,3914.0,29648.0,47.0,4541.286,39.429,0.0,0.0,2022,February,Friday
Pakistan,2022-02-12,1477573.0,3498.0,29687.0,39.0,4130.0,38.143,0.0,0.0,2022,February,Saturday
Pakistan,2022-02-13,1480592.0,3019.0,29731.0,44.0,3670.429,40.429,119150808.0,92565125.0,2022,February,Sunday
Pakistan,2022-02-14,1483798.0,3206.0,29772.0,41.0,3432.143,42.0,120645745.0,93542689.0,2022,February,Monday
Pakistan,2022-02-15,1486361.0,2563.0,29801.0,29.0,3321.429,40.714,0.0,0.0,2022,February,Tuesday
Pakistan,2022-02-16,1488958.0,2597.0,29828.0,27.0,3292.571,39.286,122046024.0,94523444.0,2022,February,Wednesday
Pakistan,2022-02-17,1491423.0,2465.0,29877.0,49.0,3037.429,39.429,0.0,0.0,2022,February,Thursday
Pakistan,2022-02-18,1494293.0,2870.0,29917.0,40.0,2888.286,38.429,0.0,0.0,2022,February,Friday
Pakistan,2022-02-19,1496693.0,2400.0,29950.0,33.0,2731.429,37.571,0.0,0.0,2022,February,Saturday
Pakistan,2022-02-20,1498676.0,1983.0,29976.0,26.0,2583.429,35.0,0.0,0.0,2022,February,Sunday
Pakistan,2022-02-21,1500320.0,1644.0,30009.0,33.0,2360.286,33.857,124309711.0,96218183.0,2022,February,Monday
Pakistan,2022-02-22,1501680.0,1360.0,30040.0,31.0,2188.429,34.143,0.0,0.0,2022,February,Tuesday
Pakistan,2022-02-23,1502641.0,961.0,30053.0,13.0,1954.714,32.143,0.0,0.0,2022,February,Wednesday
Pakistan,2022-02-24,1503873.0,1232.0,30096.0,43.0,1778.571,31.286,0.0,0.0,2022,February,Thursday
Pakistan,2022-02-25,1505328.0,1455.0,30114.0,18.0,1576.429,28.143,0.0,0.0,2022,February,Friday
Pakistan,2022-02-26,1506450.0,1122.0,30139.0,25.0,1393.857,27.0,0.0,0.0,2022,February,Saturday
Pakistan,2022-02-27,1507657.0,1207.0,30153.0,14.0,1283.0,25.286,0.0,0.0,2022,February,Sunday
Pakistan,2022-02-28,1508504.0,847.0,30173.0,20.0,1169.143,23.429,126722806.0,98809724.0,2022,February,Monday
Pakistan,2022-03-01,1509360.0,856.0,30178.0,5.0,1097.143,19.714,126951209.0,99049978.0,2022,March,Tuesday
Pakistan,2022-03-02,1510221.0,861.0,30196.0,18.0,1082.857,20.429,127117340.0,99292129.0,2022,March,Wednesday
Pakistan,2022-03-03,1510986.0,765.0,30218.0,22.0,1016.143,17.429,0.0,0.0,2022,March,Thursday
Pakistan,2022-03-04,1511754.0,768.0,30237.0,19.0,918.0,17.571,0.0,0.0,2022,March,Friday
Pakistan,2022-03-05,1512707.0,953.0,30248.0,11.0,893.857,15.571,127532069.0,100163961.0,2022,March,Saturday
Pakistan,2022-03-06,1513503.0,796.0,30258.0,10.0,835.143,15.0,0.0,0.0,2022,March,Sunday
Pakistan,2022-03-07,1514258.0,755.0,30265.0,7.0,822.0,13.143,127697360.0,100463513.0,2022,March,Monday
Pakistan,2022-03-08,1515014.0,756.0,30272.0,7.0,807.714,13.429,127811729.0,100912956.0,2022,March,Tuesday
Pakistan,2022-03-09,1515392.0,378.0,30281.0,9.0,738.714,12.143,127942647.0,101379429.0,2022,March,Wednesday
Pakistan,2022-03-10,1516150.0,758.0,30287.0,6.0,737.714,9.857,128074138.0,101881176.0,2022,March,Thursday
Pakistan,2022-03-11,1516789.0,639.0,30291.0,4.0,719.286,7.714,0.0,0.0,2022,March,Friday
Pakistan,2022-03-12,1517512.0,723.0,30298.0,7.0,686.429,7.143,0.0,0.0,2022,March,Saturday
Pakistan,2022-03-13,1518083.0,571.0,30304.0,6.0,654.286,6.571,0.0,0.0,2022,March,Sunday
Pakistan,2022-03-14,1518692.0,609.0,30307.0,3.0,633.429,6.0,0.0,0.0,2022,March,Monday
Pakistan,2022-03-15,1519154.0,462.0,30309.0,2.0,591.429,5.286,0.0,0.0,2022,March,Tuesday
Pakistan,2022-03-16,1519627.0,473.0,30313.0,4.0,605.0,4.571,0.0,0.0,2022,March,Wednesday
Pakistan,2022-03-17,1520120.0,493.0,30317.0,4.0,567.143,4.286,0.0,0.0,2022,March,Thursday
Pakistan,2022-03-18,1520634.0,514.0,30319.0,2.0,549.286,4.0,0.0,0.0,2022,March,Friday
Pakistan,2022-03-19,1521030.0,396.0,30326.0,7.0,502.571,4.0,0.0,0.0,2022,March,Saturday
Pakistan,2022-03-20,1521513.0,483.0,30328.0,2.0,490.0,3.429,0.0,0.0,2022,March,Sunday
Pakistan,2022-03-21,1521888.0,375.0,30329.0,1.0,456.571,3.143,0.0,0.0,2022,March,Monday
Pakistan,2022-03-22,1522191.0,303.0,30331.0,2.0,433.857,3.143,0.0,0.0,2022,March,Tuesday
Pakistan,2022-03-23,1522419.0,228.0,30333.0,2.0,398.857,2.857,0.0,0.0,2022,March,Wednesday
Pakistan,2022-03-24,1522862.0,443.0,30333.0,0.0,391.714,2.286,0.0,0.0,2022,March,Thursday
Pakistan,2022-03-25,1523072.0,210.0,30333.0,0.0,348.286,2.0,0.0,0.0,2022,March,Friday
Pakistan,2022-03-26,1523401.0,329.0,30336.0,3.0,338.714,1.429,0.0,0.0,2022,March,Saturday
Pakistan,2022-03-27,1523590.0,189.0,30340.0,4.0,296.714,1.714,0.0,0.0,2022,March,Sunday
Pakistan,2022-03-28,1523900.0,310.0,30345.0,5.0,287.429,2.286,0.0,0.0,2022,March,Monday
Pakistan,2022-03-29,1524086.0,186.0,30346.0,1.0,270.714,2.143,0.0,0.0,2022,March,Tuesday
Pakistan,2022-03-30,1524355.0,269.0,30347.0,1.0,276.571,2.0,0.0,0.0,2022,March,Wednesday
Pakistan,2022-03-31,1524549.0,194.0,30349.0,2.0,241.0,2.286,132208776.0,115771018.0,2022,March,Thursday
Pakistan,2022-04-01,1524793.0,244.0,30355.0,6.0,245.857,3.143,0.0,0.0,2022,April,Friday
Pakistan,2022-04-02,1524973.0,180.0,30359.0,4.0,224.571,3.286,0.0,0.0,2022,April,Saturday
Pakistan,2022-04-03,1525181.0,208.0,30360.0,1.0,227.286,2.857,0.0,0.0,2022,April,Sunday
Pakistan,2022-04-04,1525466.0,285.0,30361.0,1.0,223.714,2.286,0.0,0.0,2022,April,Monday
Pakistan,2022-04-05,1525620.0,154.0,30361.0,0.0,219.143,2.143,0.0,0.0,2022,April,Tuesday
Pakistan,2022-04-06,1525775.0,155.0,30361.0,0.0,202.857,2.0,0.0,0.0,2022,April,Wednesday
Pakistan,2022-04-07,1525923.0,148.0,30361.0,0.0,196.286,1.714,0.0,0.0,2022,April,Thursday
Pakistan,2022-04-08,1526093.0,170.0,30361.0,0.0,185.714,0.857,0.0,0.0,2022,April,Friday
Pakistan,2022-04-09,1526234.0,141.0,30361.0,0.0,180.143,0.286,0.0,0.0,2022,April,Saturday
Pakistan,2022-04-10,1526472.0,238.0,30361.0,0.0,184.429,0.143,133526662.0,119771164.0,2022,April,Sunday
Pakistan,2022-04-11,1526568.0,96.0,30361.0,0.0,157.429,0.0,133593531.0,119960320.0,2022,April,Monday
Pakistan,2022-04-12,1526666.0,98.0,30361.0,0.0,149.429,0.0,133648252.0,120094937.0,2022,April,Tuesday
Pakistan,2022-04-13,1526728.0,62.0,30362.0,1.0,136.143,0.143,133700569.0,120246974.0,2022,April,Wednesday
Pakistan,2022-04-14,1526829.0,101.0,30362.0,0.0,129.429,0.143,133754050.0,120356354.0,2022,April,Thursday
Pakistan,2022-04-15,1526952.0,123.0,30362.0,0.0,122.714,0.143,0.0,0.0,2022,April,Friday
Pakistan,2022-04-16,1527075.0,123.0,30363.0,1.0,120.143,0.286,0.0,0.0,2022,April,Saturday
Pakistan,2022-04-17,1527151.0,76.0,30363.0,0.0,97.0,0.286,133858835.0,120589371.0,2022,April,Sunday
Pakistan,2022-04-18,1527248.0,97.0,30363.0,0.0,97.143,0.286,133916484.0,120721865.0,2022,April,Monday
Pakistan,2022-04-19,1527326.0,78.0,30364.0,1.0,94.286,0.429,133965057.0,120838237.0,2022,April,Tuesday
Pakistan,2022-04-20,1527411.0,85.0,30364.0,0.0,97.571,0.286,134009159.0,120936554.0,2022,April,Wednesday
Pakistan,2022-04-21,1527486.0,75.0,30368.0,4.0,93.857,0.857,134053614.0,121045166.0,2022,April,Thursday
Pakistan,2022-04-22,1527589.0,103.0,30368.0,0.0,91.0,0.857,134096674.0,121135201.0,2022,April,Friday
Pakistan,2022-04-23,1527669.0,80.0,30368.0,0.0,84.857,0.714,134138393.0,121234326.0,2022,April,Saturday
Pakistan,2022-04-24,1527751.0,82.0,30369.0,1.0,85.714,0.857,0.0,0.0,2022,April,Sunday
Pakistan,2022-04-25,1527856.0,105.0,30369.0,0.0,86.857,0.857,134181416.0,121346021.0,2022,April,Monday
Pakistan,2022-04-26,1527956.0,100.0,30369.0,0.0,90.0,0.714,134214841.0,121429258.0,2022,April,Tuesday
Pakistan,2022-04-27,1527956.0,0.0,30369.0,0.0,77.857,0.714,134243630.0,121519673.0,2022,April,Wednesday
Pakistan,2022-04-28,1527956.0,0.0,30369.0,0.0,67.143,0.143,134274386.0,121609853.0,2022,April,Thursday
Pakistan,2022-04-29,1527956.0,0.0,30369.0,0.0,52.429,0.143,134295087.0,121677887.0,2022,April,Friday
Pakistan,2022-04-30,1527956.0,0.0,30369.0,0.0,41.0,0.143,134313917.0,121757972.0,2022,April,Saturday
Pakistan,2022-05-01,1527956.0,0.0,30369.0,0.0,29.286,0.0,0.0,0.0,2022,May,Sunday
Pakistan,2022-05-02,1527956.0,0.0,30369.0,0.0,14.286,0.0,0.0,0.0,2022,May,Monday
Pakistan,2022-05-03,1527956.0,0.0,30369.0,0.0,0.0,0.0,0.0,0.0,2022,May,Tuesday
Pakistan,2022-05-04,1527956.0,0.0,30369.0,0.0,0.0,0.0,0.0,0.0,2022,May,Wednesday
Pakistan,2022-05-05,1527956.0,0.0,30369.0,0.0,0.0,0.0,0.0,0.0,2022,May,Thursday
Pakistan,2022-05-06,1527956.0,0.0,30369.0,0.0,0.0,0.0,134325948.0,121833235.0,2022,May,Friday
Pakistan,2022-05-07,1527956.0,0.0,30369.0,0.0,0.0,0.0,134365662.0,121931215.0,2022,May,Saturday
Pakistan,2022-05-08,1527956.0,0.0,30369.0,0.0,0.0,0.0,0.0,0.0,2022,May,Sunday
Pakistan,2022-05-09,1528738.0,782.0,30375.0,6.0,111.714,0.857,0.0,0.0,2022,May,Monday
Pakistan,2022-05-10,1528802.0,64.0,30375.0,0.0,120.857,0.857,134504257.0,122215848.0,2022,May,Tuesday
Pakistan,2022-05-11,1528833.0,31.0,30375.0,0.0,125.286,0.857,134538493.0,122309854.0,2022,May,Wednesday
Pakistan,2022-05-12,1528833.0,0.0,30375.0,0.0,125.286,0.857,134565776.0,122404120.0,2022,May,Thursday
Pakistan,2022-05-13,1528833.0,0.0,30375.0,0.0,125.286,0.857,134611716.0,122498034.0,2022,May,Friday
Pakistan,2022-05-14,1529082.0,249.0,30376.0,1.0,160.857,1.0,134642345.0,122533390.0,2022,May,Saturday
Pakistan,2022-05-15,1529167.0,85.0,30376.0,0.0,173.0,1.0,134654327.0,122564999.0,2022,May,Sunday
Pakistan,2022-05-16,1529251.0,84.0,30376.0,0.0,73.286,0.143,134674536.0,122608328.0,2022,May,Monday
Pakistan,2022-05-17,1529353.0,102.0,30376.0,0.0,78.714,0.143,134695280.0,122652106.0,2022,May,Tuesday
Pakistan,2022-05-18,1529405.0,52.0,30378.0,2.0,81.714,0.429,134723589.0,122712856.0,2022,May,Wednesday
Pakistan,2022-05-19,1529471.0,66.0,30378.0,0.0,91.143,0.429,134782057.0,122807098.0,2022,May,Thursday
Pakistan,2022-05-20,1529560.0,89.0,30379.0,1.0,103.857,0.571,134816525.0,122855087.0,2022,May,Friday
Pakistan,2022-05-21,1529641.0,81.0,30379.0,0.0,79.857,0.429,134851479.0,122901010.0,2022,May,Saturday
Pakistan,2022-05-22,1529711.0,70.0,30379.0,0.0,77.714,0.429,134857883.0,122912764.0,2022,May,Sunday
Pakistan,2022-05-23,1529727.0,16.0,30379.0,0.0,68.0,0.429,134883060.0,122949702.0,2022,May,Monday
Pakistan,2022-05-24,1529837.0,110.0,30379.0,0.0,69.143,0.429,134912345.0,122994771.0,2022,May,Tuesday
Pakistan,2022-05-25,1529898.0,61.0,30379.0,0.0,70.429,0.143,134943768.0,123024964.0,2022,May,Wednesday
Pakistan,2022-05-26,1529990.0,92.0,30379.0,0.0,74.143,0.143,134980836.0,123064636.0,2022,May,Thursday
Pakistan,2022-05-27,1530066.0,76.0,30379.0,0.0,72.286,0.0,135004492.0,123094415.0,2022,May,Friday
Pakistan,2022-05-28,1530145.0,79.0,30379.0,0.0,72.0,0.0,135030016.0,123128282.0,2022,May,Saturday
Pakistan,2022-05-29,1530235.0,90.0,30379.0,0.0,74.857,0.0,0.0,0.0,2022,May,Sunday
Pakistan,2022-05-30,1530285.0,50.0,30379.0,0.0,79.714,0.0,135033231.0,123130892.0,2022,May,Monday
Pakistan,2022-05-31,1530333.0,48.0,30379.0,0.0,70.857,0.0,135092327.0,123207371.0,2022,May,Tuesday
Pakistan,2022-06-01,1530387.0,54.0,30379.0,0.0,69.857,0.0,135115549.0,123242700.0,2022,June,Wednesday
Pakistan,2022-06-02,1530453.0,66.0,30379.0,0.0,66.143,0.0,135139203.0,123279040.0,2022,June,Thursday
Pakistan,2022-06-03,1530520.0,67.0,30379.0,0.0,64.857,0.0,135161044.0,123311587.0,2022,June,Friday
Pakistan,2022-06-04,1530556.0,36.0,30379.0,0.0,58.714,0.0,135180109.0,123343319.0,2022,June,Saturday
Pakistan,2022-06-05,1530650.0,94.0,30379.0,0.0,59.286,0.0,135181956.0,123345763.0,2022,June,Sunday
Pakistan,2022-06-06,1530705.0,55.0,30379.0,0.0,60.0,0.0,135237105.0,123436931.0,2022,June,Monday
Pakistan,2022-06-07,1530764.0,59.0,30379.0,0.0,61.571,0.0,135309713.0,123554340.0,2022,June,Tuesday
Pakistan,2022-06-08,1530814.0,50.0,30379.0,0.0,61.0,0.0,135405935.0,123685543.0,2022,June,Wednesday
Pakistan,2022-06-09,1530878.0,64.0,30379.0,0.0,60.714,0.0,0.0,0.0,2022,June,Thursday
Pakistan,2022-06-10,1530967.0,89.0,30379.0,0.0,63.857,0.0,135547751.0,123885770.0,2022,June,Friday
Pakistan,2022-06-11,1531039.0,72.0,30381.0,2.0,69.0,0.286,135622060.0,123974589.0,2022,June,Saturday
Pakistan,2022-06-12,1531112.0,73.0,30381.0,0.0,66.0,0.286,135687705.0,124047329.0,2022,June,Sunday
Pakistan,2022-06-13,1531179.0,67.0,30381.0,0.0,67.714,0.286,135769376.0,124146250.0,2022,June,Monday
Pakistan,2022-06-14,1531273.0,94.0,30381.0,0.0,72.714,0.286,135844758.0,124240869.0,2022,June,Tuesday
Pakistan,2022-06-15,1531327.0,54.0,30381.0,0.0,73.286,0.286,135926474.0,124342276.0,2022,June,Wednesday
Pakistan,2022-06-16,1531437.0,110.0,30381.0,0.0,79.857,0.286,135998848.0,124433592.0,2022,June,Thursday
Pakistan,2022-06-17,1531581.0,144.0,30382.0,1.0,87.714,0.429,136065930.0,124539559.0,2022,June,Friday
Pakistan,2022-06-18,1531679.0,98.0,30383.0,1.0,91.429,0.286,136132226.0,124633798.0,2022,June,Saturday
Pakistan,2022-06-19,1531830.0,151.0,30383.0,0.0,102.571,0.286,136187729.0,124721404.0,2022,June,Sunday
Pakistan,2022-06-20,1531982.0,152.0,30383.0,0.0,114.714,0.286,136252640.0,124870023.0,2022,June,Monday
Pakistan,2022-06-21,1532153.0,171.0,30383.0,0.0,125.714,0.286,136328865.0,125047598.0,2022,June,Tuesday
Pakistan,2022-06-22,1532266.0,113.0,30384.0,1.0,134.143,0.429,136422713.0,125250104.0,2022,June,Wednesday
Pakistan,2022-06-23,1532470.0,204.0,30384.0,0.0,147.571,0.429,136515497.0,125457486.0,2022,June,Thursday
Pakistan,2022-06-24,1532738.0,268.0,30385.0,1.0,165.286,0.429,136594182.0,125639654.0,2022,June,Friday
Pakistan,2022-06-25,1533047.0,309.0,30385.0,0.0,195.429,0.286,136683579.0,125841850.0,2022,June,Saturday
Pakistan,2022-06-26,1533482.0,435.0,30386.0,1.0,236.0,0.429,136754791.0,126004745.0,2022,June,Sunday
Pakistan,2022-06-27,1533888.0,406.0,30388.0,2.0,272.286,0.714,136867773.0,126198933.0,2022,June,Monday
Pakistan,2022-06-28,1534270.0,382.0,30390.0,2.0,302.429,1.0,136961847.0,126385289.0,2022,June,Tuesday
Pakistan,2022-06-29,1534603.0,333.0,30392.0,2.0,333.857,1.143,137038813.0,126553053.0,2022,June,Wednesday
Pakistan,2022-06-30,1535144.0,541.0,30393.0,1.0,382.0,1.286,137108516.0,126718132.0,2022,June,Thursday
Pakistan,2022-07-01,1535785.0,641.0,30395.0,2.0,435.286,1.429,137177325.0,126863819.0,2022,July,Friday
Pakistan,2022-07-02,1536479.0,694.0,30395.0,0.0,490.286,1.429,137246872.0,127001622.0,2022,July,Saturday
Pakistan,2022-07-03,1537297.0,818.0,30399.0,4.0,545.0,1.857,137291287.0,127105292.0,2022,July,Sunday
Pakistan,2022-07-04,1537947.0,650.0,30401.0,2.0,579.857,1.857,137369525.0,127262916.0,2022,July,Monday
Pakistan,2022-07-05,1538622.0,675.0,30403.0,2.0,621.714,1.857,137436739.0,127421505.0,2022,July,Tuesday
Pakistan,2022-07-06,1539275.0,653.0,30403.0,0.0,667.429,1.571,137503769.0,127590195.0,2022,July,Wednesday
Pakistan,2022-07-07,1540080.0,805.0,30404.0,1.0,705.143,1.571,0.0,0.0,2022,July,Thursday
Pakistan,2022-07-08,1540952.0,872.0,30413.0,9.0,738.143,2.571,137624954.0,127898408.0,2022,July,Friday
Pakistan,2022-07-09,1541645.0,693.0,30413.0,0.0,738.0,2.571,137652762.0,127969680.0,2022,July,Saturday
Pakistan,2022-07-10,1542377.0,732.0,30420.0,7.0,725.714,3.0,0.0,0.0,2022,July,Sunday
Pakistan,2022-07-11,1542879.0,502.0,30421.0,1.0,704.571,2.857,0.0,0.0,2022,July,Monday
Pakistan,2022-07-12,1543250.0,371.0,30423.0,2.0,661.143,2.857,0.0,0.0,2022,July,Tuesday
Pakistan,2022-07-13,1543505.0,255.0,30424.0,1.0,604.286,3.0,137686155.0,128040853.0,2022,July,Wednesday
Pakistan,2022-07-14,1543741.0,236.0,30424.0,0.0,523.0,2.857,137719583.0,128114044.0,2022,July,Thursday
Pakistan,2022-07-15,1544131.0,390.0,30426.0,2.0,454.143,1.857,137755272.0,128194865.0,2022,July,Friday
Pakistan,2022-07-16,1544910.0,779.0,30428.0,2.0,466.429,2.143,137788368.0,128275677.0,2022,July,Saturday
Pakistan,2022-07-17,1545647.0,737.0,30438.0,10.0,467.143,2.571,0.0,0.0,2022,July,Sunday
Pakistan,2022-07-18,1546252.0,605.0,30440.0,2.0,481.857,2.714,137824854.0,128372947.0,2022,July,Monday
Pakistan,2022-07-19,1546744.0,492.0,30445.0,5.0,499.143,3.143,137850645.0,128442166.0,2022,July,Tuesday
Pakistan,2022-07-20,1547203.0,459.0,30445.0,0.0,528.286,3.0,137879120.0,128517278.0,2022,July,Wednesday
Pakistan,2022-07-21,1547795.0,592.0,30452.0,7.0,579.143,4.0,137905993.0,128582065.0,2022,July,Thursday
Pakistan,2022-07-22,1548394.0,599.0,30455.0,3.0,609.0,4.143,137931533.0,128647209.0,2022,July,Friday
Pakistan,2022-07-23,1549073.0,679.0,30462.0,7.0,594.714,4.857,137952508.0,128695341.0,2022,July,Saturday
Pakistan,2022-07-24,1549766.0,693.0,30464.0,2.0,588.429,3.714,0.0,0.0,2022,July,Sunday
Pakistan,2022-07-25,1550298.0,532.0,30467.0,3.0,578.0,3.857,137997368.0,128811317.0,2022,July,Monday
Pakistan,2022-07-26,1550880.0,582.0,30469.0,2.0,590.857,3.429,138038292.0,128903077.0,2022,July,Tuesday
Pakistan,2022-07-27,1551251.0,371.0,30470.0,1.0,578.286,3.571,138077084.0,128991362.0,2022,July,Wednesday
Pakistan,2022-07-28,1551871.0,620.0,30474.0,4.0,582.286,3.143,138119856.0,129080769.0,2022,July,Thursday
Pakistan,2022-07-29,1552632.0,761.0,30482.0,8.0,605.429,3.857,138162755.0,129175355.0,2022,July,Friday
Pakistan,2022-07-30,1553325.0,693.0,30483.0,1.0,607.429,3.0,138206755.0,129271041.0,2022,July,Saturday
Pakistan,2022-07-31,1553930.0,605.0,30486.0,3.0,594.857,3.143,0.0,0.0,2022,July,Sunday
Pakistan,2022-08-01,1554591.0,661.0,30487.0,1.0,613.286,2.857,138258094.0,129420281.0,2022,August,Monday
Pakistan,2022-08-02,1555247.0,656.0,30488.0,1.0,623.857,2.714,138302611.0,129536789.0,2022,August,Tuesday
Pakistan,2022-08-03,1555639.0,392.0,30490.0,2.0,626.857,2.857,138350932.0,129643159.0,2022,August,Wednesday
Pakistan,2022-08-04,1556445.0,806.0,30499.0,9.0,653.429,3.571,138397253.0,129747931.0,2022,August,Thursday
Pakistan,2022-08-05,1557134.0,689.0,30503.0,4.0,643.143,3.0,138441823.0,129842897.0,2022,August,Friday
Pakistan,2022-08-06,1557884.0,750.0,30505.0,2.0,651.286,3.143,138476803.0,129921311.0,2022,August,Saturday
Pakistan,2022-08-07,1558557.0,673.0,30505.0,0.0,661.0,2.714,0.0,0.0,2022,August,Sunday
Pakistan,2022-08-08,1559201.0,644.0,30505.0,0.0,658.571,2.571,0.0,0.0,2022,August,Monday
Pakistan,2022-08-09,1559829.0,628.0,30508.0,3.0,654.571,2.857,0.0,0.0,2022,August,Tuesday
Pakistan,2022-08-10,1560250.0,421.0,30508.0,0.0,658.714,2.571,138563296.0,130069746.0,2022,August,Wednesday
Pakistan,2022-08-11,1560602.0,352.0,30508.0,0.0,593.857,1.286,0.0,0.0,2022,August,Thursday
Pakistan,2022-08-12,1560955.0,353.0,30509.0,1.0,545.857,0.857,0.0,0.0,2022,August,Friday
Pakistan,2022-08-13,1561579.0,624.0,30520.0,11.0,527.857,2.143,0.0,0.0,2022,August,Saturday
Pakistan,2022-08-14,1562307.0,728.0,30523.0,3.0,535.714,2.571,0.0,0.0,2022,August,Sunday
Pakistan,2022-08-15,1562888.0,581.0,30527.0,4.0,526.714,3.143,0.0,0.0,2022,August,Monday
Pakistan,2022-08-16,1563347.0,459.0,30529.0,2.0,502.571,3.0,138765195.0,130469551.0,2022,August,Tuesday
Pakistan,2022-08-17,1563705.0,358.0,30537.0,8.0,493.571,4.143,138807949.0,130540653.0,2022,August,Wednesday
Pakistan,2022-08-18,1564231.0,526.0,30542.0,5.0,518.429,4.857,0.0,0.0,2022,August,Thursday
Pakistan,2022-08-19,1564809.0,578.0,30544.0,2.0,550.571,5.0,138890498.0,130683960.0,2022,August,Friday
Pakistan,2022-08-20,1565319.0,510.0,30548.0,4.0,534.286,4.0,138925794.0,130752685.0,2022,August,Saturday
Pakistan,2022-08-21,1565768.0,449.0,30550.0,2.0,494.429,3.857,0.0,0.0,2022,August,Sunday
Pakistan,2022-08-22,1566236.0,468.0,30552.0,2.0,478.286,3.571,138959473.0,130818728.0,2022,August,Monday
Pakistan,2022-08-23,1566652.0,416.0,30555.0,3.0,472.143,3.714,138985638.0,130867849.0,2022,August,Tuesday
Pakistan,2022-08-24,1566869.0,217.0,30557.0,2.0,452.0,2.857,139008069.0,130914206.0,2022,August,Wednesday
Pakistan,2022-08-25,1567147.0,278.0,30559.0,2.0,416.571,2.429,139030380.0,130958324.0,2022,August,Thursday
Pakistan,2022-08-26,1567460.0,313.0,30563.0,4.0,378.714,2.714,0.0,0.0,2022,August,Friday
Pakistan,2022-08-27,1567893.0,433.0,30569.0,6.0,367.714,3.0,139058045.0,131011824.0,2022,August,Saturday
Pakistan,2022-08-28,1568183.0,290.0,30571.0,2.0,345.0,3.0,0.0,0.0,2022,August,Sunday
Pakistan,2022-08-29,1568453.0,270.0,30574.0,3.0,316.714,3.143,139077082.0,131049385.0,2022,August,Monday
Pakistan,2022-08-30,1568679.0,226.0,30575.0,1.0,289.571,2.857,139092204.0,131079442.0,2022,August,Tuesday
Pakistan,2022-08-31,1568849.0,170.0,30575.0,0.0,282.857,2.571,139109870.0,131116836.0,2022,August,Wednesday
Pakistan,2022-09-01,1569076.0,227.0,30581.0,6.0,275.571,3.143,139136030.0,131158124.0,2022,September,Thursday
Pakistan,2022-09-02,1569295.0,219.0,30582.0,1.0,262.143,2.714,139165861.0,131202811.0,2022,September,Friday
Pakistan,2022-09-03,1569537.0,242.0,30586.0,4.0,234.857,2.429,139177409.0,131233589.0,2022,September,Saturday
Pakistan,2022-09-04,1569788.0,251.0,30588.0,2.0,229.286,2.429,0.0,0.0,2022,September,Sunday
Pakistan,2022-09-05,1570016.0,228.0,30591.0,3.0,223.286,2.429,0.0,0.0,2022,September,Monday
Pakistan,2022-09-06,1570206.0,190.0,30593.0,2.0,218.143,2.571,0.0,0.0,2022,September,Tuesday
Pakistan,2022-09-07,1570304.0,98.0,30593.0,0.0,207.857,2.571,139208845.0,131310880.0,2022,September,Wednesday
Pakistan,2022-09-08,1570462.0,158.0,30594.0,1.0,198.0,1.857,139217644.0,131335070.0,2022,September,Thursday
Pakistan,2022-09-09,1570636.0,174.0,30594.0,0.0,191.571,1.714,139226303.0,131356214.0,2022,September,Friday
Pakistan,2022-09-10,1570796.0,160.0,30598.0,4.0,179.857,1.714,139234358.0,0.0,2022,September,Saturday
Pakistan,2022-09-11,1570952.0,156.0,30599.0,1.0,166.286,1.571,0.0,0.0,2022,September,Sunday
Pakistan,2022-09-12,1571091.0,139.0,30599.0,0.0,153.571,1.143,139246077.0,0.0,2022,September,Monday
Pakistan,2022-09-13,1571196.0,105.0,30599.0,0.0,141.429,0.857,139257426.0,0.0,2022,September,Tuesday
Pakistan,2022-09-14,1571295.0,99.0,30600.0,1.0,141.571,1.0,139267049.0,0.0,2022,September,Wednesday
Pakistan,2022-09-15,1571413.0,118.0,30603.0,3.0,135.857,1.286,0.0,0.0,2022,September,Thursday
Pakistan,2022-09-16,1571530.0,117.0,30604.0,1.0,127.714,1.429,139277589.0,0.0,2022,September,Friday
Pakistan,2022-09-17,1571628.0,98.0,30604.0,0.0,118.857,0.857,139295195.0,0.0,2022,September,Saturday
Pakistan,2022-09-18,1571732.0,104.0,30605.0,1.0,111.429,0.857,0.0,0.0,2022,September,Sunday
Pakistan,2022-09-19,1571822.0,90.0,30606.0,1.0,104.429,1.0,139301744.0,0.0,2022,September,Monday
Pakistan,2022-09-20,1571894.0,72.0,30607.0,1.0,99.714,1.143,139316517.0,0.0,2022,September,Tuesday
Pakistan,2022-09-21,1571936.0,42.0,30607.0,0.0,91.571,1.0,139327569.0,0.0,2022,September,Wednesday
