location,date,total_cases,new_cases,total_deaths,new_deaths,new_cases_smoothed,new_deaths_smoothed,people_vaccinated,people_fully_vaccinated,Year,Month,Day
Pakistan,2021-06-22,949175.0,907.0,22004.0,30.0,998.0,40.571,0.0,0.0,2021,June,Tuesday
Pakistan,2021-06-23,949838.0,663.0,22031.0,27.0,973.0,36.0,0.0,0.0,2021,June,Wednesday
Pakistan,2021-06-24,950768.0,930.0,22070.0,39.0,957.571,35.0,0.0,0.0,2021,June,Thursday
Pakistan,2021-06-25,951865.0,1097.0,22108.0,38.0,954.429,33.857,0.0,0.0,2021,June,Friday
Pakistan,2021-06-26,952917.0,1052.0,22152.0,44.0,955.714,34.571,0.0,0.0,2021,June,Saturday
Pakistan,2021-06-27,953842.0,925.0,22188.0,36.0,946.286,35.857,0.0,0.0,2021,June,Sunday
Pakistan,2021-06-28,954743.0,901.0,22211.0,23.0,925.0,33.857,0.0,0.0,2021,June,Monday
Pakistan,2021-06-29,955657.0,914.0,22231.0,20.0,926.0,32.429,0.0,0.0,2021,June,Tuesday
Pakistan,2021-06-30,956392.0,735.0,22254.0,23.0,936.286,31.857,0.0,0.0,2021,June,Wednesday
Pakistan,2021-07-01,957371.0,979.0,22281.0,27.0,943.286,30.143,13234851.0,0.0,2021,July,Thursday
Pakistan,2021-07-02,958408.0,1037.0,22321.0,40.0,934.714,30.429,0.0,0.0,2021,July,Friday
Pakistan,2021-07-03,959685.0,1277.0,22345.0,24.0,966.857,27.571,13507802.0,0.0,2021,July,Saturday
Pakistan,2021-07-04,961085.0,1400.0,22379.0,34.0,1034.714,27.286,14026856.0,0.0,2021,July,Sunday
Pakistan,2021-07-05,962313.0,1228.0,22408.0,29.0,1081.429,28.143,0.0,0.0,2021,July,Monday
Pakistan,2021-07-06,963660.0,1347.0,22427.0,19.0,1143.286,28.0,0.0,0.0,2021,July,Tuesday
Pakistan,2021-07-07,964490.0,830.0,22452.0,25.0,1156.857,28.286,14698191.0,0.0,2021,July,Wednesday
Pakistan,2021-07-08,966007.0,1517.0,22469.0,17.0,1233.714,26.857,0.0,0.0,2021,July,Thursday
Pakistan,2021-07-09,967633.0,1626.0,22493.0,24.0,1317.857,24.571,0.0,0.0,2021,July,Friday
Pakistan,2021-07-10,969476.0,1843.0,22520.0,27.0,1398.714,25.0,15320363.0,0.0,2021,July,Saturday
Pakistan,2021-07-11,971304.0,1828.0,22555.0,35.0,1459.857,25.143,15941609.0,0.0,2021,July,Sunday
Pakistan,2021-07-12,973284.0,1980.0,22582.0,27.0,1567.286,24.857,0.0,0.0,2021,July,Monday
Pakistan,2021-07-13,975092.0,1808.0,22597.0,15.0,1633.143,24.286,16445560.0,0.0,2021,July,Tuesday
Pakistan,2021-07-14,976682.0,1590.0,22618.0,21.0,1741.714,23.714,16867090.0,0.0,2021,July,Wednesday
Pakistan,2021-07-15,978662.0,1980.0,22642.0,24.0,1807.857,24.714,17336845.0,0.0,2021,July,Thursday
Pakistan,2021-07-16,981207.0,2545.0,22689.0,47.0,1939.143,28.0,17775640.0,0.0,2021,July,Friday
Pakistan,2021-07-17,983534.0,2327.0,22720.0,31.0,2008.286,28.571,18185297.0,0.0,2021,July,Saturday
Pakistan,2021-07-18,986668.0,3134.0,22760.0,40.0,2194.857,29.286,0.0,0.0,2021,July,Sunday
Pakistan,2021-07-19,989275.0,2607.0,22781.0,21.0,2284.429,28.429,0.0,0.0,2021,July,Monday
Pakistan,2021-07-20,991727.0,2452.0,22811.0,30.0,2376.429,30.571,0.0,0.0,2021,July,Tuesday
Pakistan,2021-07-21,993872.0,2145.0,22848.0,37.0,2455.714,32.857,0.0,0.0,2021,July,Wednesday
Pakistan,2021-07-22,996451.0,2579.0,22888.0,40.0,2541.286,35.143,0.0,0.0,2021,July,Thursday
Pakistan,2021-07-23,998609.0,2158.0,22928.0,40.0,2486.0,34.143,0.0,0.0,2021,July,Friday
Pakistan,2021-07-24,1000034.0,1425.0,22939.0,11.0,2357.143,31.286,0.0,0.0,2021,July,Saturday
Pakistan,2021-07-25,1001875.0,1841.0,22971.0,32.0,2172.429,30.143,0.0,0.0,2021,July,Sunday
Pakistan,2021-07-26,1004694.0,2819.0,23016.0,45.0,2202.714,33.571,20060157.0,5188701.0,2021,July,Monday
Pakistan,2021-07-27,1008446.0,3752.0,23048.0,32.0,2388.429,33.857,0.0,0.0,2021,July,Tuesday
Pakistan,2021-07-28,1011708.0,3262.0,23087.0,39.0,2548.0,34.143,20769363.0,0.0,2021,July,Wednesday
Pakistan,2021-07-29,1015827.0,4119.0,23133.0,46.0,2768.0,35.0,21968070.0,0.0,2021,July,Thursday
Pakistan,2021-07-30,1020324.0,4497.0,23209.0,76.0,3102.143,40.143,22638911.0,0.0,2021,July,Friday
Pakistan,2021-07-31,1024861.0,4537.0,23295.0,86.0,3546.714,50.857,23335634.0,0.0,2021,July,Saturday
Pakistan,2021-08-01,1029811.0,4950.0,23360.0,65.0,3990.857,55.571,24086196.0,0.0,2021,August,Sunday
Pakistan,2021-08-02,1034837.0,5026.0,23422.0,62.0,4306.143,58.0,0.0,0.0,2021,August,Monday
Pakistan,2021-08-03,1039695.0,4858.0,23462.0,40.0,4464.143,59.143,26146476.0,0.0,2021,August,Tuesday
Pakistan,2021-08-04,1043277.0,3582.0,23529.0,67.0,4509.857,63.143,27117311.0,0.0,2021,August,Wednesday
Pakistan,2021-08-05,1047999.0,4722.0,23575.0,46.0,4596.0,63.143,28067624.0,0.0,2021,August,Thursday
Pakistan,2021-08-06,1053660.0,5661.0,23635.0,60.0,4762.286,60.857,28885841.0,0.0,2021,August,Friday
Pakistan,2021-08-07,1058405.0,4745.0,23702.0,67.0,4792.0,58.143,29789315.0,0.0,2021,August,Saturday
Pakistan,2021-08-08,1063125.0,4720.0,23797.0,95.0,4759.143,62.429,0.0,0.0,2021,August,Sunday
Pakistan,2021-08-09,1067580.0,4455.0,23865.0,68.0,4677.571,63.286,30921232.0,10897649.0,2021,August,Monday
Pakistan,2021-08-10,1071620.0,4040.0,23918.0,53.0,4560.714,65.143,31779365.0,11229247.0,2021,August,Tuesday
Pakistan,2021-08-11,1075504.0,3884.0,24004.0,86.0,4603.857,67.857,32607884.0,11497462.0,2021,August,Wednesday
Pakistan,2021-08-12,1080360.0,4856.0,24085.0,81.0,4623.0,72.857,33301594.0,11646699.0,2021,August,Thursday
Pakistan,2021-08-13,1085294.0,4934.0,24187.0,102.0,4519.143,78.857,33908397.0,11956552.0,2021,August,Friday
Pakistan,2021-08-14,1089913.0,4619.0,24266.0,79.0,4501.143,80.571,0.0,0.0,2021,August,Saturday
Pakistan,2021-08-15,1094699.0,4786.0,24339.0,73.0,4510.571,77.429,34343317.0,12104373.0,2021,August,Sunday
Pakistan,2021-08-16,1098410.0,3711.0,24406.0,67.0,4404.286,77.286,0.0,0.0,2021,August,Monday
Pakistan,2021-08-17,1102079.0,3669.0,24478.0,72.0,4351.286,80.0,35564636.0,12658359.0,2021,August,Tuesday
Pakistan,2021-08-18,1105300.0,3221.0,24573.0,95.0,4256.571,81.286,35873735.0,12795662.0,2021,August,Wednesday
Pakistan,2021-08-19,1109274.0,3974.0,24639.0,66.0,4130.571,79.143,0.0,0.0,2021,August,Thursday
Pakistan,2021-08-20,1113647.0,4373.0,24713.0,74.0,4050.429,75.143,36458408.0,13022591.0,2021,August,Friday
Pakistan,2021-08-21,1116886.0,3239.0,24783.0,70.0,3853.286,73.857,37043561.0,13434605.0,2021,August,Saturday
Pakistan,2021-08-22,1119970.0,3084.0,24848.0,65.0,3610.143,72.714,0.0,0.0,2021,August,Sunday
Pakistan,2021-08-23,1123812.0,3842.0,24923.0,75.0,3628.857,73.857,0.0,0.0,2021,August,Monday
Pakistan,2021-08-24,1127584.0,3772.0,25003.0,80.0,3643.571,75.0,37923650.0,13970584.0,2021,August,Tuesday
Pakistan,2021-08-25,1131659.0,4075.0,25094.0,91.0,3765.571,74.429,0.0,0.0,2021,August,Wednesday
Pakistan,2021-08-26,1135858.0,4199.0,25235.0,141.0,3797.714,85.143,39951787.0,15269699.0,2021,August,Thursday
Pakistan,2021-08-27,1140411.0,4553.0,25320.0,85.0,3823.429,86.714,0.0,0.0,2021,August,Friday
Pakistan,2021-08-28,1144467.0,4056.0,25415.0,95.0,3940.143,90.286,0.0,0.0,2021,August,Saturday
Pakistan,2021-08-29,1148572.0,4105.0,25535.0,120.0,4086.0,98.143,41477587.0,16171867.0,2021,August,Sunday
Pakistan,2021-08-30,1152481.0,3909.0,25604.0,69.0,4095.571,97.286,0.0,0.0,2021,August,Monday
Pakistan,2021-08-31,1156281.0,3800.0,25670.0,66.0,4099.571,95.286,43791885.0,17455249.0,2021,August,Tuesday
Pakistan,2021-09-01,1160119.0,3838.0,25788.0,118.0,4065.714,99.143,44701679.0,18004529.0,2021,September,Wednesday
Pakistan,2021-09-02,1163688.0,3569.0,25889.0,101.0,3975.714,93.429,45498115.0,18512319.0,2021,September,Thursday
Pakistan,2021-09-03,1167791.0,4103.0,25978.0,89.0,3911.429,94.0,0.0,0.0,2021,September,Friday
Pakistan,2021-09-04,1171578.0,3787.0,26035.0,57.0,3873.0,88.571,0.0,0.0,2021,September,Saturday
Pakistan,2021-09-05,1175558.0,3980.0,26114.0,79.0,3855.143,82.714,47054090.0,19427419.0,2021,September,Sunday
Pakistan,2021-09-06,1179305.0,3747.0,26175.0,61.0,3832.0,81.571,48106755.0,20058377.0,2021,September,Monday
Pakistan,2021-09-07,1182918.0,3613.0,26232.0,57.0,3805.286,80.286,48943904.0,20525969.0,2021,September,Tuesday
Pakistan,2021-09-08,1186234.0,3316.0,26330.0,98.0,3730.714,77.429,49572385.0,20912015.0,2021,September,Wednesday
Pakistan,2021-09-09,1190136.0,3902.0,26413.0,83.0,3778.286,74.857,50195479.0,21292706.0,2021,September,Thursday
Pakistan,2021-09-10,1194198.0,4062.0,26497.0,84.0,3772.429,74.143,50803582.0,21613626.0,2021,September,Friday
Pakistan,2021-09-11,1197887.0,3689.0,26580.0,83.0,3758.429,77.857,0.0,0.0,2021,September,Saturday
Pakistan,2021-09-12,1201367.0,3480.0,26662.0,82.0,3687.0,78.286,51390802.0,21962455.0,2021,September,Sunday
Pakistan,2021-09-13,1204520.0,3153.0,26720.0,58.0,3602.143,77.857,0.0,0.0,2021,September,Monday
Pakistan,2021-09-14,1207508.0,2988.0,26787.0,67.0,3512.857,79.286,52798836.0,22873298.0,2021,September,Tuesday
Pakistan,2021-09-15,1210082.0,2574.0,26865.0,78.0,3406.857,76.429,0.0,0.0,2021,September,Wednesday
Pakistan,2021-09-16,1212809.0,2727.0,26938.0,73.0,3239.0,75.0,53396378.0,23241257.0,2021,September,Thursday
Pakistan,2021-09-17,1215821.0,3012.0,27004.0,66.0,3089.0,72.429,54436916.0,23966026.0,2021,September,Friday
Pakistan,2021-09-18,1218749.0,2928.0,27072.0,68.0,2980.286,70.286,0.0,0.0,2021,September,Saturday
Pakistan,2021-09-19,1221261.0,2512.0,27135.0,63.0,2842.0,67.571,54919437.0,24376310.0,2021,September,Sunday
Pakistan,2021-09-20,1223841.0,2580.0,27206.0,71.0,2760.143,69.429,55490525.0,24868018.0,2021,September,Monday
Pakistan,2021-09-21,1226008.0,2167.0,27246.0,40.0,2642.857,65.571,0.0,0.0,2021,September,Tuesday
Pakistan,2021-09-22,1227905.0,1897.0,27327.0,81.0,2546.143,66.0,56229457.0,25493964.0,2021,September,Wednesday
Pakistan,2021-09-23,1230238.0,2333.0,27374.0,47.0,2489.857,62.286,0.0,0.0,2021,September,Thursday
Pakistan,2021-09-24,1232595.0,2357.0,27432.0,58.0,2396.286,61.143,0.0,0.0,2021,September,Friday
Pakistan,2021-09-25,1234828.0,2233.0,27482.0,50.0,2297.0,58.571,0.0,0.0,2021,September,Saturday
Pakistan,2021-09-26,1236888.0,2060.0,27524.0,42.0,2232.429,55.571,0.0,0.0,2021,September,Sunday
Pakistan,2021-09-27,1238668.0,1780.0,27566.0,42.0,2118.143,51.429,57897219.0,27331678.0,2021,September,Monday
Pakistan,2021-09-28,1240425.0,1757.0,27597.0,31.0,2059.571,50.143,58405873.0,27405873.0,2021,September,Tuesday
Pakistan,2021-09-29,1241825.0,1400.0,27638.0,41.0,1988.571,44.429,0.0,0.0,2021,September,Wednesday
Pakistan,2021-09-30,1243385.0,1560.0,27690.0,52.0,1878.143,45.143,59565195.0,29054821.0,2021,September,Thursday
Pakistan,2021-10-01,1245127.0,1742.0,27729.0,39.0,1790.286,42.429,0.0,0.0,2021,October,Friday
Pakistan,2021-10-02,1246538.0,1411.0,27785.0,56.0,1672.857,43.286,0.0,0.0,2021,October,Saturday
Pakistan,2021-10-03,1248202.0,1664.0,27831.0,46.0,1616.286,43.857,0.0,0.0,2021,October,Sunday
Pakistan,2021-10-04,1249858.0,1656.0,27866.0,35.0,1598.571,42.857,61538995.0,31020211.0,2021,October,Monday
Pakistan,2021-10-05,1251348.0,1490.0,27893.0,27.0,1560.429,42.286,62076090.0,31632731.0,2021,October,Tuesday
Pakistan,2021-10-06,1252656.0,1308.0,27947.0,54.0,1547.286,44.143,0.0,0.0,2021,October,Wednesday
Pakistan,2021-10-07,1253868.0,1212.0,27986.0,39.0,1497.571,42.286,63046740.0,32723061.0,2021,October,Thursday
Pakistan,2021-10-08,1255321.0,1453.0,28032.0,46.0,1456.286,43.286,0.0,0.0,2021,October,Friday
Pakistan,2021-10-09,1256233.0,912.0,28058.0,26.0,1385.0,39.0,0.0,0.0,2021,October,Saturday
Pakistan,2021-10-10,1257188.0,955.0,28087.0,29.0,1283.714,36.571,0.0,0.0,2021,October,Sunday
Pakistan,2021-10-11,1257955.0,767.0,28106.0,19.0,1156.714,34.286,64463928.0,34299139.0,2021,October,Monday
Pakistan,2021-10-12,1258959.0,1004.0,28134.0,28.0,1087.286,34.429,64947702.0,34809848.0,2021,October,Tuesday
Pakistan,2021-10-13,1259648.0,689.0,28152.0,18.0,998.857,29.286,0.0,0.0,2021,October,Wednesday
Pakistan,2021-10-14,1260669.0,1021.0,28173.0,21.0,971.571,26.714,0.0,0.0,2021,October,Thursday
Pakistan,2021-10-15,1261685.0,1016.0,28201.0,28.0,909.143,24.143,0.0,0.0,2021,October,Friday
Pakistan,2021-10-16,1262771.0,1086.0,28228.0,27.0,934.0,24.286,0.0,0.0,2021,October,Saturday
Pakistan,2021-10-17,1263664.0,893.0,28252.0,24.0,925.143,23.571,0.0,0.0,2021,October,Sunday
Pakistan,2021-10-18,1264384.0,720.0,28269.0,17.0,918.429,23.286,0.0,0.0,2021,October,Monday
Pakistan,2021-10-19,1265047.0,663.0,28280.0,11.0,869.714,20.857,0.0,0.0,2021,October,Tuesday
Pakistan,2021-10-20,1265650.0,603.0,28300.0,20.0,857.429,21.143,67580193.0,37468751.0,2021,October,Wednesday
Pakistan,2021-10-21,1266204.0,554.0,28312.0,12.0,790.714,19.857,67956040.0,37855681.0,2021,October,Thursday
Pakistan,2021-10-22,1266826.0,622.0,28328.0,16.0,734.429,18.143,0.0,0.0,2021,October,Friday
Pakistan,2021-10-23,1267393.0,567.0,28344.0,16.0,660.286,16.571,68666464.0,38596890.0,2021,October,Saturday
Pakistan,2021-10-24,1267945.0,552.0,28359.0,15.0,611.571,15.286,0.0,0.0,2021,October,Sunday
Pakistan,2021-10-25,1268536.0,591.0,28377.0,18.0,593.143,15.429,0.0,0.0,2021,October,Monday
Pakistan,2021-10-26,1269234.0,698.0,28386.0,9.0,598.143,15.143,69341110.0,39303110.0,2021,October,Tuesday
Pakistan,2021-10-27,1269806.0,572.0,28392.0,6.0,593.714,13.143,0.0,0.0,2021,October,Wednesday
Pakistan,2021-10-28,1270322.0,516.0,28405.0,13.0,588.286,13.286,70139040.0,40016932.0,2021,October,Thursday
Pakistan,2021-10-29,1271027.0,705.0,28414.0,9.0,600.143,12.286,0.0,0.0,2021,October,Friday
Pakistan,2021-10-30,1271687.0,660.0,28429.0,15.0,613.429,12.143,0.0,0.0,2021,October,Saturday
Pakistan,2021-10-31,1272345.0,658.0,28439.0,10.0,628.571,11.429,0.0,0.0,2021,October,Sunday
Pakistan,2021-11-01,1273078.0,733.0,28449.0,10.0,648.857,10.286,71328306.0,41319385.0,2021,November,Monday
Pakistan,2021-11-02,1273560.0,482.0,28456.0,7.0,618.0,10.0,71907993.0,41902093.0,2021,November,Tuesday
Pakistan,2021-11-03,1274017.0,457.0,28466.0,10.0,601.571,10.571,0.0,0.0,2021,November,Wednesday
Pakistan,2021-11-04,1274578.0,561.0,28477.0,11.0,608.0,10.286,73315751.0,43231870.0,2021,November,Thursday
Pakistan,2021-11-05,1275158.0,580.0,28496.0,19.0,590.143,11.714,73979036.0,43849554.0,2021,November,Friday
Pakistan,2021-11-06,1275673.0,515.0,28507.0,11.0,569.429,11.143,0.0,0.0,2021,November,Saturday
Pakistan,2021-11-07,1276240.0,567.0,28518.0,11.0,556.429,11.286,74621225.0,44431071.0,2021,November,Sunday
Pakistan,2021-11-08,1276711.0,471.0,28538.0,20.0,519.0,12.714,75278560.0,45084862.0,2021,November,Monday
Pakistan,2021-11-09,1277160.0,449.0,28547.0,9.0,514.286,13.0,76139355.0,45986932.0,2021,November,Tuesday
Pakistan,2021-11-10,1277560.0,400.0,28558.0,11.0,506.143,13.143,76784188.0,46660734.0,2021,November,Wednesday
Pakistan,2021-11-11,1278114.0,554.0,28566.0,8.0,505.143,12.714,77343569.0,47231914.0,2021,November,Thursday
Pakistan,2021-11-12,1278751.0,637.0,28575.0,9.0,513.286,11.286,77877215.0,47804912.0,2021,November,Friday
Pakistan,2021-11-13,1279142.0,391.0,28584.0,9.0,495.571,11.0,0.0,0.0,2021,November,Saturday
Pakistan,2021-11-14,1279373.0,231.0,28595.0,11.0,447.571,11.0,78215285.0,48185021.0,2021,November,Sunday
Pakistan,2021-11-15,1279636.0,263.0,28606.0,11.0,417.857,9.714,78406714.0,48408374.0,2021,November,Monday
Pakistan,2021-11-16,1279876.0,240.0,28612.0,6.0,388.0,9.286,78534263.0,48600660.0,2021,November,Tuesday
Pakistan,2021-11-17,1280092.0,216.0,28618.0,6.0,361.714,8.571,78654489.0,48749422.0,2021,November,Wednesday
Pakistan,2021-11-18,1280362.0,270.0,28628.0,10.0,321.143,8.857,78747199.0,48890845.0,2021,November,Thursday
Pakistan,2021-11-19,1280822.0,460.0,28638.0,10.0,295.857,9.0,78845170.0,49010906.0,2021,November,Friday
Pakistan,2021-11-20,1281240.0,418.0,28648.0,10.0,299.714,9.143,0.0,0.0,2021,November,Saturday
Pakistan,2021-11-21,1281559.0,319.0,28655.0,7.0,312.286,8.571,0.0,0.0,2021,November,Sunday
Pakistan,2021-11-22,1281872.0,313.0,28659.0,4.0,319.429,7.571,79232745.0,49343712.0,2021,November,Monday
Pakistan,2021-11-23,1282194.0,322.0,28662.0,3.0,331.143,7.143,79407984.0,49483995.0,2021,November,Tuesday
Pakistan,2021-11-24,1282509.0,315.0,28667.0,5.0,345.286,7.0,79587750.0,49613535.0,2021,November,Wednesday
Pakistan,2021-11-25,1282860.0,351.0,28677.0,10.0,356.857,7.0,0.0,0.0,2021,November,Thursday
Pakistan,2021-11-26,1283223.0,363.0,28690.0,13.0,343.0,7.429,79903178.0,49844419.0,2021,November,Friday
Pakistan,2021-11-27,1283475.0,252.0,28697.0,7.0,319.286,7.0,0.0,0.0,2021,November,Saturday
Pakistan,2021-11-28,1283886.0,411.0,28704.0,7.0,332.429,7.0,79999013.0,49954582.0,2021,November,Sunday
Pakistan,2021-11-29,1284189.0,303.0,28709.0,5.0,331.0,7.143,80284860.0,50184100.0,2021,November,Monday
Pakistan,2021-11-30,1284365.0,176.0,28718.0,9.0,310.143,8.0,0.0,0.0,2021,November,Tuesday
Pakistan,2021-12-01,1284840.0,475.0,28728.0,10.0,333.0,8.714,80779778.0,50735744.0,2021,December,Wednesday
Pakistan,2021-12-02,1285254.0,414.0,28737.0,9.0,342.0,8.571,81076341.0,51163078.0,2021,December,Thursday
Pakistan,2021-12-03,1285631.0,377.0,28745.0,8.0,344.0,7.857,0.0,0.0,2021,December,Friday
Pakistan,2021-12-04,1286022.0,391.0,28753.0,8.0,363.857,8.0,0.0,0.0,2021,December,Saturday
Pakistan,2021-12-05,1286453.0,431.0,28761.0,8.0,366.714,8.143,81806077.0,52303524.0,2021,December,Sunday
Pakistan,2021-12-06,1286825.0,372.0,28767.0,6.0,376.571,8.286,82224088.0,53031529.0,2021,December,Monday
Pakistan,2021-12-07,1287161.0,336.0,28777.0,10.0,399.429,8.429,0.0,0.0,2021,December,Tuesday
Pakistan,2021-12-08,1287393.0,232.0,28784.0,7.0,364.714,8.0,83180958.0,54556748.0,2021,December,Wednesday
Pakistan,2021-12-09,1287703.0,310.0,28793.0,9.0,349.857,8.0,83679855.0,55309570.0,2021,December,Thursday
Pakistan,2021-12-10,1288053.0,350.0,28803.0,10.0,346.0,8.286,84243233.0,56119999.0,2021,December,Friday
Pakistan,2021-12-11,1288366.0,313.0,28812.0,9.0,334.857,8.429,0.0,0.0,2021,December,Saturday
Pakistan,2021-12-12,1288761.0,395.0,28823.0,11.0,329.714,8.857,84783151.0,56861225.0,2021,December,Sunday
Pakistan,2021-12-13,1289049.0,288.0,28830.0,7.0,317.714,9.0,85208104.0,57364128.0,2021,December,Monday
Pakistan,2021-12-14,1289293.0,244.0,28836.0,6.0,304.571,8.429,85736920.0,57979552.0,2021,December,Tuesday
Pakistan,2021-12-15,1289543.0,250.0,28839.0,3.0,307.143,7.857,86333973.0,58685427.0,2021,December,Wednesday
Pakistan,2021-12-16,1289913.0,370.0,28843.0,4.0,315.714,7.143,86968178.0,59361468.0,2021,December,Thursday
Pakistan,2021-12-17,1290214.0,301.0,28849.0,6.0,308.714,6.571,0.0,0.0,2021,December,Friday
Pakistan,2021-12-18,1290491.0,277.0,28863.0,14.0,303.571,7.286,0.0,0.0,2021,December,Saturday
Pakistan,2021-12-19,1290848.0,357.0,28870.0,7.0,298.143,6.714,88492869.0,61084339.0,2021,December,Sunday
Pakistan,2021-12-20,1291108.0,260.0,28872.0,2.0,294.143,6.0,89091860.0,61761440.0,2021,December,Monday
Pakistan,2021-12-21,1291467.0,359.0,28878.0,6.0,310.571,6.0,89792114.0,62547553.0,2021,December,Tuesday
Pakistan,2021-12-22,1291737.0,270.0,28882.0,4.0,313.429,6.143,90529877.0,63382390.0,2021,December,Wednesday
Pakistan,2021-12-23,1292047.0,310.0,28892.0,10.0,304.857,7.0,0.0,0.0,2021,December,Thursday
Pakistan,2021-12-24,1292406.0,359.0,28894.0,2.0,313.143,6.429,92086806.0,65149948.0,2021,December,Friday
Pakistan,2021-12-25,1292728.0,322.0,28898.0,4.0,319.571,5.0,0.0,0.0,2021,December,Saturday
Pakistan,2021-12-26,1293081.0,353.0,28905.0,7.0,319.0,5.0,0.0,0.0,2021,December,Sunday
Pakistan,2021-12-27,1293440.0,359.0,28907.0,2.0,333.143,5.0,94261625.0,0.0,2021,December,Monday
Pakistan,2021-12-28,1293715.0,275.0,28909.0,2.0,321.143,4.429,95159489.0,68508472.0,2021,December,Tuesday
Pakistan,2021-12-29,1294031.0,316.0,28912.0,3.0,327.714,4.286,0.0,0.0,2021,December,Wednesday
Pakistan,2021-12-30,1294379.0,348.0,28918.0,6.0,333.143,3.714,96980678.0,70576467.0,2021,December,Thursday
Pakistan,2021-12-31,1294861.0,482.0,28921.0,3.0,350.714,3.857,0.0,0.0,2021,December,Friday
Pakistan,2022-01-01,1295376.0,515.0,28927.0,6.0,378.286,4.143,0.0,0.0,2022,January,Saturday
Pakistan,2022-01-02,1295933.0,557.0,28933.0,6.0,407.429,4.0,0.0,0.0,2022,January,Sunday
Pakistan,2022-01-03,1296527.0,594.0,28941.0,8.0,441.0,4.857,98201766.0,72060508.0,2022,January,Monday
Pakistan,2022-01-04,1297235.0,708.0,28943.0,2.0,502.857,4.857,98560854.0,72546719.0,2022,January,Tuesday
Pakistan,2022-01-05,1297865.0,630.0,28945.0,2.0,547.714,4.714,98863864.0,72995114.0,2022,January,Wednesday
Pakistan,2022-01-06,1298763.0,898.0,28950.0,5.0,626.286,4.571,99144159.0,73484322.0,2022,January,Thursday
Pakistan,2022-01-07,1299848.0,1085.0,28955.0,5.0,712.429,4.857,99454273.0,73862234.0,2022,January,Friday
Pakistan,2022-01-08,1301141.0,1293.0,28961.0,6.0,823.571,4.857,0.0,0.0,2022,January,Saturday
Pakistan,2022-01-09,1302486.0,1345.0,28962.0,1.0,936.143,4.143,0.0,0.0,2022,January,Sunday
Pakistan,2022-01-10,1304058.0,1572.0,28969.0,7.0,1075.857,4.0,0.0,0.0,2022,January,Monday
Pakistan,2022-01-11,1305707.0,1649.0,28972.0,3.0,1210.286,4.143,100410291.0,75225220.0,2022,January,Tuesday
Pakistan,2022-01-12,1307174.0,1467.0,28974.0,2.0,1329.857,4.143,100797079.0,75686387.0,2022,January,Wednesday
Pakistan,2022-01-13,1309248.0,2074.0,28987.0,13.0,1497.857,5.286,101124956.0,76162035.0,2022,January,Thursday
Pakistan,2022-01-14,1312267.0,3019.0,28992.0,5.0,1774.143,5.286,101457925.0,76649649.0,2022,January,Friday
Pakistan,2022-01-15,1315834.0,3567.0,28999.0,7.0,2099.0,5.429,0.0,0.0,2022,January,Saturday
Pakistan,2022-01-16,1320120.0,4286.0,29003.0,4.0,2519.143,5.857,0.0,0.0,2022,January,Sunday
Pakistan,2022-01-17,1324147.0,4027.0,29012.0,9.0,2869.857,6.143,102107155.0,77485124.0,2022,January,Monday
Pakistan,2022-01-18,1328487.0,4340.0,29019.0,7.0,3254.286,6.714,102396649.0,77932013.0,2022,January,Tuesday
Pakistan,2022-01-19,1333521.0,5034.0,29029.0,10.0,3763.857,7.857,102688959.0,78389942.0,2022,January,Wednesday
Pakistan,2022-01-20,1338993.0,5472.0,29037.0,8.0,4249.286,7.143,102975552.0,78860543.0,2022,January,Thursday
Pakistan,2022-01-21,1345801.0,6808.0,29042.0,5.0,4790.571,7.143,0.0,0.0,2022,January,Friday
Pakistan,2022-01-22,1353479.0,7678.0,29065.0,23.0,5377.857,9.429,0.0,0.0,2022,January,Saturday
Pakistan,2022-01-23,1360019.0,6540.0,29077.0,12.0,5699.857,10.571,0.0,0.0,2022,January,Sunday
Pakistan,2022-01-24,1367605.0,7586.0,29097.0,20.0,6208.286,12.143,103805835.0,80041973.0,2022,January,Monday
Pakistan,2022-01-25,1374800.0,7195.0,29105.0,8.0,6616.143,12.286,0.0,0.0,2022,January,Tuesday
Pakistan,2022-01-26,1381152.0,6352.0,29122.0,17.0,6804.429,13.286,0.0,0.0,2022,January,Wednesday
Pakistan,2022-01-27,1386348.0,5196.0,29137.0,15.0,6765.0,14.286,104228089.0,80748105.0,2022,January,Thursday
Pakistan,2022-01-28,1393887.0,7539.0,29162.0,25.0,6869.429,17.143,0.0,0.0,2022,January,Friday
Pakistan,2022-01-29,1402070.0,8183.0,29192.0,30.0,6941.571,18.143,0.0,0.0,2022,January,Saturday
Pakistan,2022-01-30,1410013.0,7943.0,29219.0,27.0,7142.0,20.286,0.0,0.0,2022,January,Sunday
Pakistan,2022-01-31,1417991.0,7978.0,29248.0,29.0,7198.0,21.571,0.0,0.0,2022,January,Monday
Pakistan,2022-02-01,1425039.0,7048.0,29269.0,21.0,7177.0,23.429,105575650.0,82554781.0,2022,February,Tuesday
Pakistan,2022-02-02,1430366.0,5327.0,29301.0,32.0,7030.571,25.571,106328291.0,83275083.0,2022,February,Wednesday
Pakistan,2022-02-03,1436433.0,6067.0,29330.0,29.0,7155.0,27.571,107277517.0,83946354.0,2022,February,Thursday
Pakistan,2022-02-04,1442286.0,5853.0,29372.0,42.0,6914.143,30.0,108173867.0,84731497.0,2022,February,Friday
